osm_id,highway,lanes,maxspeed,name,oneway,WKT
"31043918","nan",,,,,"POINT (-77.0597167 -11.9769393)"
"31043921","nan",,,,,"POINT (-77.0595029 -11.9769902)"
"31043922","nan",,,,,"POINT (-77.0594006 -11.9766165)"
"31043923","nan",,,,,"POINT (-77.0595696 -11.976523)"
"31080171","nan",,,,,"POINT (-77.0559226 -11.966191)"
"31080415","traffic_signals",,,,,"POINT (-77.0595383 -11.9764468)"
"31080420","nan",,,,,"POINT (-77.0617846 -11.964704)"
"31080421","nan",,,,,"POINT (-77.0625289 -11.9616677)"
"31080422","nan",,,,,"POINT (-77.0626282 -11.9613677)"
"31080429","nan",,,,,"POINT (-77.0646818 -11.952472)"
"31080488","nan",,,,,"POINT (-77.0520449 -11.9263527)"
"31080492","nan",,,,,"POINT (-77.0555551 -11.9337471)"
"31080495","nan",,,,,"POINT (-77.0598994 -11.9415485)"
"31080499","traffic_signals",,,,,"POINT (-77.0605458 -11.9459934)"
"31080505","nan",,,,,"POINT (-77.0598818 -11.9562261)"
"31080516","traffic_signals",,,,,"POINT (-77.053746 -11.9300389)"
"31080517","nan",,,,,"POINT (-77.0559181 -11.9339562)"
"31080523","nan",,,,,"POINT (-77.0607215 -11.9435812)"
"31080530","nan",,,,,"POINT (-77.060005 -11.9554411)"
"273349943","nan",,,,,"POINT (-77.0627529 -11.9614254)"
"273428524","nan",,,,,"POINT (-77.0596531 -11.9749918)"
"273428687","nan",,,,,"POINT (-77.066418 -11.9452604)"
"273428699","nan",,,,,"POINT (-77.0578127 -11.9491416)"
"273428704","nan",,,,,"POINT (-77.0559834 -11.9507048)"
"273428795","nan",,,,,"POINT (-77.0564885 -11.9506399)"
"273428798","nan",,,,,"POINT (-77.0579255 -11.9491814)"
"273428802","nan",,,,,"POINT (-77.0588199 -11.9468659)"
"273428804","nan",,,,,"POINT (-77.0598241 -11.9463062)"
"273428841","nan",,,,,"POINT (-77.0514694 -11.9525292)"
"273428842","nan",,,,,"POINT (-77.0529855 -11.9520528)"
"273428979","nan",,,,,"POINT (-77.060163 -11.9645121)"
"273428987","nan",,,,,"POINT (-77.0586947 -11.9586078)"
"273428988","nan",,,,,"POINT (-77.0577256 -11.9557959)"
"273428990","nan",,,,,"POINT (-77.0560273 -11.9508262)"
"273429036","nan",,,,,"POINT (-77.0600433 -11.964503)"
"273429138","nan",,,,,"POINT (-77.0559977 -11.9659587)"
"273429172","nan",,,,,"POINT (-77.0606032 -11.9646215)"
"273429178","nan",,,,,"POINT (-77.0561001 -11.9660978)"
"273429229","nan",,,,,"POINT (-77.0570914 -11.9677674)"
"273922616","nan",,,,,"POINT (-77.063171 -11.9553823)"
"273922618","nan",,,,,"POINT (-77.0638593 -11.9556159)"
"273922619","nan",,,,,"POINT (-77.0639959 -11.9556667)"
"273923208","nan",,,,,"POINT (-77.0554438 -11.9563267)"
"273923214","nan",,,,,"POINT (-77.0575948 -11.9558582)"
"273923216","nan",,,,,"POINT (-77.0588685 -11.9554198)"
"273923287","nan",,,,,"POINT (-77.0601508 -11.9554372)"
"273923291","nan",,,,,"POINT (-77.0638098 -11.9557471)"
"273923292","nan",,,,,"POINT (-77.0639433 -11.9557984)"
"273925698","nan",,,,,"POINT (-77.0665317 -11.9447222)"
"273926095","nan",,,,,"POINT (-77.0699378 -11.9495821)"
"273927342","nan",,,,,"POINT (-77.0691189 -11.9499134)"
"273927343","nan",,,,,"POINT (-77.0690608 -11.9503232)"
"273927345","nan",,,,,"POINT (-77.0686857 -11.9529667)"
"273927451","nan",,,,,"POINT (-77.0694495 -11.9502447)"
"273927543","nan",,,,,"POINT (-77.0670702 -11.9484169)"
"273927546","nan",,,,,"POINT (-77.0678763 -11.9486498)"
"273927673","nan",,,,,"POINT (-77.0666272 -11.9505826)"
"273927674","nan",,,,,"POINT (-77.0689714 -11.9509533)"
"273927827","nan",,,,,"POINT (-77.0664182 -11.951596)"
"273927829","nan",,,,,"POINT (-77.0688291 -11.9519562)"
"273927883","nan",,,,,"POINT (-77.0680749 -11.9475725)"
"273927885","nan",,,,,"POINT (-77.0662634 -11.9472243)"
"273927897","nan",,,,,"POINT (-77.0672632 -11.9474253)"
"273927899","nan",,,,,"POINT (-77.0662339 -11.9526073)"
"273927958","nan",,,,,"POINT (-77.0690052 -11.9487205)"
"273928014","nan",,,,,"POINT (-77.0697227 -11.9476918)"
"273928015","nan",,,,,"POINT (-77.0701978 -11.9477586)"
"273928116","nan",,,,,"POINT (-77.0651249 -11.9524446)"
"273928345","nan",,,,,"POINT (-77.066599 -11.9455671)"
"273928349","nan",,,,,"POINT (-77.0652613 -11.9524647)"
"273928447","nan",,,,,"POINT (-77.0668667 -11.9494064)"
"273928513","nan",,,,,"POINT (-77.0682094 -11.9474678)"
"273928519","nan",,,,,"POINT (-77.0686048 -11.9452187)"
"273928903","nan",,,,,"POINT (-77.067368 -11.9527736)"
"273948193","nan",,,,,"POINT (-77.0662605 -11.9421518)"
"273948195","nan",,,,,"POINT (-77.0644002 -11.9417846)"
"273948199","nan",,,,,"POINT (-77.0619029 -11.9417855)"
"273948202","nan",,,,,"POINT (-77.0601062 -11.9425107)"
"273948204","nan",,,,,"POINT (-77.0571124 -11.9449734)"
"273948208","nan",,,,,"POINT (-77.0523656 -11.9473986)"
"273948210","nan",,,,,"POINT (-77.0514822 -11.9474742)"
"273948212","nan",,,,,"POINT (-77.0644259 -11.9416569)"
"273948217","nan",,,,,"POINT (-77.0618639 -11.9416695)"
"273948218","nan",,,,,"POINT (-77.0609455 -11.9419466)"
"273948222","nan",,,,,"POINT (-77.058275 -11.9437414)"
"273948229","nan",,,,,"POINT (-77.0514968 -11.947306)"
"273948251","nan",,,,,"POINT (-77.0716908 -11.9375427)"
"273948273","nan",,,,,"POINT (-77.0525138 -11.9445698)"
"273948274","nan",,,,,"POINT (-77.0524815 -11.944687)"
"289367604","nan",,,,,"POINT (-77.0684689 -11.937371)"
"549089857","nan",,,,,"POINT (-77.0626824 -11.961715)"
"549090019","nan",,,,,"POINT (-77.0619361 -11.964737)"
"549090057","nan",,,,,"POINT (-77.0619019 -11.964899)"
"549090115","nan",,,,,"POINT (-77.0597543 -11.9758894)"
"549090121","traffic_signals",,,,,"POINT (-77.0596705 -11.9764296)"
"599281222","nan",,,,,"POINT (-77.0617989 -11.9389142)"
"599281313","nan",,,,,"POINT (-77.0595772 -11.9401852)"
"599281317","nan",,,,,"POINT (-77.0676221 -11.9379785)"
"599281357","nan",,,,,"POINT (-77.0638967 -11.9246108)"
"599286937","nan",,,,,"POINT (-77.0435884 -11.9290585)"
"599286948","nan",,,,,"POINT (-77.0467274 -11.9336242)"
"599287159","nan",,,,,"POINT (-77.0466044 -11.9336879)"
"599287162","nan",,,,,"POINT (-77.0445313 -11.9311741)"
"599287164","nan",,,,,"POINT (-77.043811 -11.9297571)"
"599287281","nan",,,,,"POINT (-77.0429708 -11.8993469)"
"599287283","nan",,,,,"POINT (-77.0517902 -11.9092327)"
"599287287","nan",,,,,"POINT (-77.0542995 -11.9115471)"
"769223674","nan",,,,,"POINT (-77.0604292 -11.9423207)"
"769223675","nan",,,,,"POINT (-77.0597954 -11.9553165)"
"769223676","nan",,,,,"POINT (-77.0576386 -11.9559723)"
"769223677","nan",,,,,"POINT (-77.0544029 -11.9465713)"
"769223678","nan",,,,,"POINT (-77.0645101 -11.9557771)"
"769223679","nan",,,,,"POINT (-77.0545801 -11.9466623)"
"769223680","traffic_signals",,,,,"POINT (-77.0607686 -11.9459404)"
"769223681","nan",,,,,"POINT (-77.060075 -11.9643509)"
"769223683","nan",,,,,"POINT (-77.0600063 -11.9553099)"
"769223684","nan",,,,,"POINT (-77.0601796 -11.9423202)"
"769223686","nan",,,,,"POINT (-77.0549304 -11.9565472)"
"769223687","traffic_signals",,,,,"POINT (-77.0605271 -11.9461428)"
"769223688","nan",,,,,"POINT (-77.0644879 -11.9559368)"
"769223689","nan",,,,,"POINT (-77.0544429 -11.9467012)"
"769223690","nan",,,,,"POINT (-77.0559146 -11.9508698)"
"769223691","nan",,,,,"POINT (-77.0530692 -11.9571888)"
"769223692","nan",,,,,"POINT (-77.0601948 -11.964373)"
"769223693","nan",,,,,"POINT (-77.0602243 -11.9424396)"
"769223694","nan",,,,,"POINT (-77.0598009 -11.9554547)"
"769223695","nan",,,,,"POINT (-77.0577653 -11.9559182)"
"769223697","nan",,,,,"POINT (-77.0617507 -11.9648618)"
"769223698","nan",,,,,"POINT (-77.0545396 -11.946539)"
"769223701","nan",,,,,"POINT (-77.0603804 -11.9422029)"
"769223702","traffic_signals",,,,,"POINT (-77.0607581 -11.9460812)"
"769223703","nan",,,,,"POINT (-77.055873 -11.950752)"
"838231785","nan",,,,,"POINT (-77.036545 -11.9041594)"
"838231789","nan",,,,,"POINT (-77.0370443 -11.9044837)"
"838231793","nan",,,,,"POINT (-77.0357142 -11.9046214)"
"838231818","nan",,,,,"POINT (-77.0345467 -11.905581)"
"838231820","nan",,,,,"POINT (-77.0347727 -11.9052307)"
"838231822","nan",,,,,"POINT (-77.0350139 -11.9048712)"
"838231824","nan",,,,,"POINT (-77.0352322 -11.9045394)"
"838231826","nan",,,,,"POINT (-77.0363265 -11.9053799)"
"838231828","nan",,,,,"POINT (-77.035419 -11.9042555)"
"838231869","nan",,,,,"POINT (-77.0381101 -11.9031324)"
"838231872","nan",,,,,"POINT (-77.0408425 -11.9049067)"
"838231875","nan",,,,,"POINT (-77.0413011 -11.9049118)"
"838231881","nan",,,,,"POINT (-77.0413748 -11.9050469)"
"838231888","nan",,,,,"POINT (-77.0380266 -11.9032597)"
"838231901","nan",,,,,"POINT (-77.0345347 -11.9079143)"
"838231904","nan",,,,,"POINT (-77.033372 -11.9073663)"
"838231926","nan",,,,,"POINT (-77.0343196 -11.9059263)"
"838231930","nan",,,,,"POINT (-77.0419389 -11.899738)"
"838231931","nan",,,,,"POINT (-77.0431291 -11.8991069)"
"838231934","nan",,,,,"POINT (-77.0420099 -11.8998671)"
"838231935","traffic_signals",,,,,"POINT (-77.0342395 -11.9083781)"
"838231939","nan",,,,,"POINT (-77.0357729 -11.9060031)"
"838231949","nan",,,,,"POINT (-77.0390441 -11.9014554)"
"838231951","nan",,,,,"POINT (-77.0396524 -11.9009702)"
"838231958","nan",,,,,"POINT (-77.0391705 -11.9015371)"
"838231970","traffic_signals",,,,,"POINT (-77.0343752 -11.9084352)"
"842822909","nan",,,,,"POINT (-77.038505 -11.9003815)"
"842825104","nan",,,,,"POINT (-77.0381696 -11.9008901)"
"842832576","nan",,,,,"POINT (-77.0357648 -11.9037393)"
"842837832","nan",,,,,"POINT (-77.0455525 -11.8978065)"
"842838216","nan",,,,,"POINT (-77.0431271 -11.8958832)"
"842838225","nan",,,,,"POINT (-77.0431885 -11.8985906)"
"842839000","nan",,,,,"POINT (-77.0433746 -11.8961965)"
"842839004","nan",,,,,"POINT (-77.0435281 -11.8971889)"
"889111078","nan",,,,,"POINT (-77.0543626 -11.9005759)"
"1156770964","nan",,,,,"POINT (-77.0378993 -11.9031782)"
"1156770984","nan",,,,,"POINT (-77.0366502 -11.9023785)"
"1156770994","nan",,,,,"POINT (-77.0370284 -11.9026205)"
"1156771006","nan",,,,,"POINT (-77.0381217 -11.9001355)"
"1156771008","nan",,,,,"POINT (-77.0371099 -11.902497)"
"1156771013","traffic_signals",,,,,"POINT (-77.0398386 -11.9010442)"
"1156771015","nan",,,,,"POINT (-77.0367191 -11.9022521)"
"1156771028","traffic_signals",,,,,"POINT (-77.0397668 -11.9009081)"
"1156771034","traffic_signals",,,,,"POINT (-77.0399575 -11.9008043)"
"1156771037","traffic_signals",,,,,"POINT (-77.0400293 -11.900941)"
"1156771055","nan",,,,,"POINT (-77.0421305 -11.8945567)"
"1241378095","nan",,,,,"POINT (-77.0411875 -11.900313)"
"1241378099","nan",,,,,"POINT (-77.0377911 -11.9071954)"
"1241378103","nan",,,,,"POINT (-77.0420146 -11.9031852)"
"1241378107","nan",,,,,"POINT (-77.04513 -11.898949)"
"1241378118","nan",,,,,"POINT (-77.0403399 -11.9047613)"
"1241378124","nan",,,,,"POINT (-77.0448353 -11.9023445)"
"1241378128","nan",,,,,"POINT (-77.0430138 -11.8994993)"
"1241378133","nan",,,,,"POINT (-77.0384323 -11.9035235)"
"1241378136","nan",,,,,"POINT (-77.0498375 -11.9008891)"
"1241378143","nan",,,,,"POINT (-77.0434009 -11.8971468)"
"1241378149","nan",,,,,"POINT (-77.0399131 -11.8982789)"
"1241378154","nan",,,,,"POINT (-77.0394032 -11.903972)"
"1241378157","nan",,,,,"POINT (-77.0443527 -11.8993733)"
"1241378159","nan",,,,,"POINT (-77.0441327 -11.9035284)"
"1241378161","nan",,,,,"POINT (-77.0447851 -11.8998533)"
"1241378165","nan",,,,,"POINT (-77.0430398 -11.8977647)"
"1241378168","nan",,,,,"POINT (-77.0453697 -11.9020008)"
"1241378175","nan",,,,,"POINT (-77.0445206 -11.89836)"
"1241378178","nan",,,,,"POINT (-77.0413023 -11.8956433)"
"1241378182","nan",,,,,"POINT (-77.0419647 -11.8975975)"
"1241378193","nan",,,,,"POINT (-77.0428191 -11.9036494)"
"1241378194","nan",,,,,"POINT (-77.0440077 -11.8974736)"
"1241378195","nan",,,,,"POINT (-77.0404269 -11.8976624)"
"1241378196","nan",,,,,"POINT (-77.0367214 -11.9058697)"
"1241378197","nan",,,,,"POINT (-77.0423207 -11.9027569)"
"1241378199","nan",,,,,"POINT (-77.0436418 -11.8996719)"
"1241378200","nan",,,,,"POINT (-77.0411115 -11.8980976)"
"1241378219","nan",,,,,"POINT (-77.0435181 -11.9049014)"
"1241378232","nan",,,,,"POINT (-77.0416556 -11.8971754)"
"1241378238","nan",,,,,"POINT (-77.043455 -11.8966856)"
"1241378240","nan",,,,,"POINT (-77.0410022 -11.8959963)"
"1241378242","nan",,,,,"POINT (-77.0431978 -11.9007384)"
"1241378245","nan",,,,,"POINT (-77.0417724 -11.8955035)"
"1241378246","nan",,,,,"POINT (-77.0434427 -11.9033308)"
"1241378251","nan",,,,,"POINT (-77.0445815 -11.9011639)"
"1241378259","nan",,,,,"POINT (-77.0403661 -11.8960057)"
"1241378260","nan",,,,,"POINT (-77.0443798 -11.8967209)"
"1241378264","nan",,,,,"POINT (-77.0456778 -11.9010182)"
"1241378268","nan",,,,,"POINT (-77.0486554 -11.8974456)"
"1241378269","nan",,,,,"POINT (-77.0426011 -11.9022562)"
"1241378271","nan",,,,,"POINT (-77.0443004 -11.8993153)"
"1241378273","nan",,,,,"POINT (-77.0448129 -11.9001616)"
"1241378276","nan",,,,,"POINT (-77.0433429 -11.8967462)"
"1241378279","nan",,,,,"POINT (-77.0411148 -11.9001815)"
"1241378281","nan",,,,,"POINT (-77.0405868 -11.8955772)"
"1241378282","nan",,,,,"POINT (-77.046619 -11.8973957)"
"1241378287","nan",,,,,"POINT (-77.0443681 -11.9039518)"
"1241378299","nan",,,,,"POINT (-77.0449839 -11.8986798)"
"1241378304","nan",,,,,"POINT (-77.0439666 -11.9056666)"
"1241378307","nan",,,,,"POINT (-77.0375807 -11.9048295)"
"1241378311","nan",,,,,"POINT (-77.0449117 -11.8999938)"
"1241378313","nan",,,,,"POINT (-77.0418866 -11.8975923)"
"1241378316","nan",,,,,"POINT (-77.0471035 -11.9000953)"
"1241378326","nan",,,,,"POINT (-77.0428368 -11.9006839)"
"1241378327","nan",,,,,"POINT (-77.0441515 -11.8963085)"
"1241378329","nan",,,,,"POINT (-77.0423325 -11.9012618)"
"1241378348","nan",,,,,"POINT (-77.0439528 -11.9000371)"
"1241378353","nan",,,,,"POINT (-77.0446622 -11.9032529)"
"1241378354","nan",,,,,"POINT (-77.0417588 -11.9013457)"
"1241378356","nan",,,,,"POINT (-77.0483346 -11.9008714)"
"1241378357","nan",,,,,"POINT (-77.0391853 -11.9058592)"
"1241378361","nan",,,,,"POINT (-77.0469615 -11.8977795)"
"1241378364","nan",,,,,"POINT (-77.0418351 -11.8965992)"
"1241378372","nan",,,,,"POINT (-77.0442154 -11.9007751)"
"1241378377","nan",,,,,"POINT (-77.0446182 -11.8971517)"
"1241378379","nan",,,,,"POINT (-77.0404341 -11.9046419)"
"1241378385","nan",,,,,"POINT (-77.0441363 -11.8991331)"
"1241378389","nan",,,,,"POINT (-77.0394172 -11.8995937)"
"1241378392","nan",,,,,"POINT (-77.0418583 -11.8977626)"
"1241378394","nan",,,,,"POINT (-77.0483388 -11.8994138)"
"1241378396","nan",,,,,"POINT (-77.0422455 -11.8973405)"
"1241378402","nan",,,,,"POINT (-77.0416638 -11.898064)"
"1241378405","nan",,,,,"POINT (-77.0460106 -11.8988545)"
"1241378406","nan",,,,,"POINT (-77.0439248 -11.8958989)"
"1241378407","nan",,,,,"POINT (-77.0397097 -11.9063137)"
"1241378415","nan",,,,,"POINT (-77.0478263 -11.897328)"
"1241378416","nan",,,,,"POINT (-77.0371696 -11.9045656)"
"1241378417","nan",,,,,"POINT (-77.0428479 -11.9047181)"
"1241378418","nan",,,,,"POINT (-77.0446168 -11.8996663)"
"1241378423","nan",,,,,"POINT (-77.0434812 -11.8994834)"
"1241378427","nan",,,,,"POINT (-77.0474716 -11.8998272)"
"1241378430","nan",,,,,"POINT (-77.0409686 -11.8952147)"
"1241378431","nan",,,,,"POINT (-77.0472893 -11.8982106)"
"1241378435","nan",,,,,"POINT (-77.0407067 -11.901911)"
"1241378439","nan",,,,,"POINT (-77.0412883 -11.8986463)"
"1241378440","nan",,,,,"POINT (-77.0443604 -11.9006315)"
"1241378441","nan",,,,,"POINT (-77.0399479 -11.9066969)"
"1241378450","nan",,,,,"POINT (-77.0414537 -11.8968105)"
"1241378453","nan",,,,,"POINT (-77.0393188 -11.9041001)"
"1241378454","nan",,,,,"POINT (-77.0422464 -11.8963713)"
"1241378455","nan",,,,,"POINT (-77.0437661 -11.8970582)"
"1241378460","nan",,,,,"POINT (-77.0453096 -11.8986637)"
"1241378472","nan",,,,,"POINT (-77.0450385 -11.9016491)"
"1241378474","nan",,,,,"POINT (-77.0496646 -11.9009835)"
"1241378480","nan",,,,,"POINT (-77.0432697 -11.8963059)"
"1241378484","nan",,,,,"POINT (-77.0480648 -11.8977725)"
"1241378489","nan",,,,,"POINT (-77.0494142 -11.8987931)"
"1241378496","nan",,,,,"POINT (-77.0464471 -11.8986348)"
"1241378497","nan",,,,,"POINT (-77.0395465 -11.9061398)"
"1241378499","nan",,,,,"POINT (-77.0424035 -11.8981019)"
"1241378504","nan",,,,,"POINT (-77.0424011 -11.9049433)"
"1241378505","nan",,,,,"POINT (-77.0407656 -11.8978778)"
"1241378507","nan",,,,,"POINT (-77.0385145 -11.9033949)"
"1241378508","nan",,,,,"POINT (-77.0426425 -11.9053666)"
"1241378511","nan",,,,,"POINT (-77.0487398 -11.900639)"
"1241378516","nan",,,,,"POINT (-77.0431642 -11.8996528)"
"1241378517","nan",,,,,"POINT (-77.0442757 -11.8979374)"
"1241378518","nan",,,,,"POINT (-77.0413413 -11.9030325)"
"1241378525","nan",,,,,"POINT (-77.0420383 -11.8978745)"
"1241378526","nan",,,,,"POINT (-77.0404749 -11.8990283)"
"1241378530","nan",,,,,"POINT (-77.0406807 -11.8987695)"
"1241378537","nan",,,,,"POINT (-77.0416853 -11.9036566)"
"1241378538","nan",,,,,"POINT (-77.0444554 -11.8994873)"
"1241378540","nan",,,,,"POINT (-77.0448334 -11.8983454)"
"1241378546","nan",,,,,"POINT (-77.0468839 -11.8984231)"
"1241378548","nan",,,,,"POINT (-77.041476 -11.8983553)"
"1241378554","nan",,,,,"POINT (-77.042456 -11.8967569)"
"1241378558","nan",,,,,"POINT (-77.0384644 -11.9053966)"
"1241378559","nan",,,,,"POINT (-77.0432909 -11.9044948)"
"1241378563","nan",,,,,"POINT (-77.0488357 -11.8991253)"
"1241378566","nan",,,,,"POINT (-77.0427409 -11.9013218)"
"1241378567","nan",,,,,"POINT (-77.0430633 -11.9040849)"
"1241378570","nan",,,,,"POINT (-77.0434422 -11.8975515)"
"1241378571","nan",,,,,"POINT (-77.0460261 -11.9013665)"
"1241378573","nan",,,,,"POINT (-77.0450577 -11.89692)"
"1241378574","nan",,,,,"POINT (-77.0443067 -11.9004523)"
"1241378577","nan",,,,,"POINT (-77.0444991 -11.9027139)"
"1241378580","nan",,,,,"POINT (-77.0437996 -11.8998571)"
"1241378589","nan",,,,,"POINT (-77.0441103 -11.9002219)"
"1241378591","nan",,,,,"POINT (-77.0479313 -11.8996088)"
"1241378592","nan",,,,,"POINT (-77.0428529 -11.8983817)"
"1241378598","nan",,,,,"POINT (-77.0398376 -11.9033144)"
"1241378599","nan",,,,,"POINT (-77.0426546 -11.897119)"
"1241378602","nan",,,,,"POINT (-77.047573 -11.8968882)"
"1241378604","nan",,,,,"POINT (-77.0425924 -11.8993915)"
"1253238997","nan",,,,,"POINT (-77.0527788 -11.941759)"
"1253245286","nan",,,,,"POINT (-77.0409445 -11.9249731)"
"1253250711","nan",,,,,"POINT (-77.0544637 -11.9353765)"
"1253251371","nan",,,,,"POINT (-77.0366725 -11.9077097)"
"1253254891","nan",,,,,"POINT (-77.047029 -11.9374012)"
"1253257603","nan",,,,,"POINT (-77.0409154 -11.9101841)"
"1253257921","nan",,,,,"POINT (-77.0427399 -11.9347049)"
"1253258564","nan",,,,,"POINT (-77.0537048 -11.9206351)"
"1253260645","nan",,,,,"POINT (-77.0381823 -11.9106814)"
"1253260962","nan",,,,,"POINT (-77.0535026 -11.9443984)"
"1253266264","nan",,,,,"POINT (-77.0396279 -11.922722)"
"1253268157","nan",,,,,"POINT (-77.0656589 -11.927913)"
"1253280234","nan",,,,,"POINT (-77.0538232 -11.9209075)"
"1253284331","nan",,,,,"POINT (-77.0558056 -11.9262032)"
"1253287691","nan",,,,,"POINT (-77.0555892 -11.9422083)"
"1253289537","nan",,,,,"POINT (-77.0649825 -11.947961)"
"1253295994","nan",,,,,"POINT (-77.052953 -11.934099)"
"1253299804","nan",,,,,"POINT (-77.052905 -11.933558)"
"1253302169","nan",,,,,"POINT (-77.0475711 -11.9152512)"
"1253303271","nan",,,,,"POINT (-77.0558265 -11.9383006)"
"1253306178","nan",,,,,"POINT (-77.0510642 -11.9426633)"
"1253308578","nan",,,,,"POINT (-77.0401432 -11.9354513)"
"1253310462","nan",,,,,"POINT (-77.0530618 -11.94215)"
"1253313131","nan",,,,,"POINT (-77.0578369 -11.9450076)"
"1253319656","nan",,,,,"POINT (-77.040423 -11.9110639)"
"1253326426","nan",,,,,"POINT (-77.0417015 -11.9269836)"
"1253326584","nan",,,,,"POINT (-77.0557447 -11.9314338)"
"1253330025","nan",,,,,"POINT (-77.049313 -11.9352459)"
"1253334510","nan",,,,,"POINT (-77.0553111 -11.9430267)"
"1253339972","nan",,,,,"POINT (-77.040124 -11.9231278)"
"1253360457","nan",,,,,"POINT (-77.0540007 -11.9213989)"
"1253360749","nan",,,,,"POINT (-77.0429108 -11.9121645)"
"1253361926","nan",,,,,"POINT (-77.0450559 -11.9385095)"
"1253373736","nan",,,,,"POINT (-77.0425931 -11.9415531)"
"1253375524","nan",,,,,"POINT (-77.054194 -11.9341346)"
"1253392122","nan",,,,,"POINT (-77.052646 -11.9338225)"
"1253399742","nan",,,,,"POINT (-77.0444933 -11.9410977)"
"1253400619","nan",,,,,"POINT (-77.0414342 -11.9235718)"
"1253401029","nan",,,,,"POINT (-77.0364092 -11.9154066)"
"1253404460","nan",,,,,"POINT (-77.0572429 -11.9416439)"
"1253408422","nan",,,,,"POINT (-77.0543473 -11.9230125)"
"1253413799","nan",,,,,"POINT (-77.0555472 -11.9330151)"
"1253414299","nan",,,,,"POINT (-77.0402516 -11.9132768)"
"1253421966","nan",,,,,"POINT (-77.0388791 -11.9110737)"
"1253422148","nan",,,,,"POINT (-77.049612 -11.934891)"
"1253430321","nan",,,,,"POINT (-77.0414442 -11.9278858)"
"1253430552","nan",,,,,"POINT (-77.0423864 -11.9169353)"
"1253432710","nan",,,,,"POINT (-77.059893 -11.960653)"
"1253436714","nan",,,,,"POINT (-77.0385661 -11.9113523)"
"1253442162","nan",,,,,"POINT (-77.0423352 -11.9122565)"
"1253443004","nan",,,,,"POINT (-77.040831 -11.9107746)"
"1253443149","nan",,,,,"POINT (-77.0427099 -11.9076201)"
"1253444586","nan",,,,,"POINT (-77.0433602 -11.9413686)"
"1253445942","nan",,,,,"POINT (-77.0607322 -11.937359)"
"1253448031","nan",,,,,"POINT (-77.0556041 -11.9603517)"
"1253460927","nan",,,,,"POINT (-77.0526019 -11.9374766)"
"1253502995","nan",,,,,"POINT (-77.0421901 -11.9234338)"
"1253504981","nan",,,,,"POINT (-77.0409828 -11.9291895)"
"1253530924","nan",,,,,"POINT (-77.0479311 -11.9414836)"
"1253538203","nan",,,,,"POINT (-77.0418669 -11.9123463)"
"1253548211","nan",,,,,"POINT (-77.0605005 -11.960445)"
"1253550147","nan",,,,,"POINT (-77.0563816 -11.932559)"
"1253551126","nan",,,,,"POINT (-77.0550143 -11.9266235)"
"1253551160","nan",,,,,"POINT (-77.0529315 -11.9377795)"
"1253555449","nan",,,,,"POINT (-77.0403123 -11.9183894)"
"1253559148","nan",,,,,"POINT (-77.0541512 -11.9218774)"
"1253560566","nan",,,,,"POINT (-77.0420322 -11.9130752)"
"1253562081","nan",,,,,"POINT (-77.0413254 -11.922902)"
"1253564255","nan",,,,,"POINT (-77.0410401 -11.9296562)"
"1253567159","nan",,,,,"POINT (-77.0509871 -11.9421511)"
"1253567409","nan",,,,,"POINT (-77.0552658 -11.9417618)"
"1253570994","nan",,,,,"POINT (-77.0409341 -11.935225)"
"1253573579","nan",,,,,"POINT (-77.04249 -11.9129918)"
"1253575620","nan",,,,,"POINT (-77.0391537 -11.9253188)"
"1253577090","nan",,,,,"POINT (-77.0420187 -11.9259511)"
"1253580713","nan",,,,,"POINT (-77.0536201 -11.9204534)"
"1253584401","nan",,,,,"POINT (-77.039666 -11.9104081)"
"1253587350","nan",,,,,"POINT (-77.0453057 -11.9164089)"
"1253592012","nan",,,,,"POINT (-77.0400665 -11.9057504)"
"1253600392","nan",,,,,"POINT (-77.046741 -11.9370333)"
"1253602249","nan",,,,,"POINT (-77.0512593 -11.9208385)"
"1253605338","nan",,,,,"POINT (-77.051326 -11.9363824)"
"1256325676","nan",,,,,"POINT (-77.0404935 -11.9148764)"
"1256325677","nan",,,,,"POINT (-77.0458544 -11.9150638)"
"1256325678","nan",,,,,"POINT (-77.0461803 -11.9133642)"
"1256325679","nan",,,,,"POINT (-77.0418902 -11.9080265)"
"1256325680","nan",,,,,"POINT (-77.0406428 -11.9097756)"
"1256325682","nan",,,,,"POINT (-77.0440457 -11.9155802)"
"1256325683","nan",,,,,"POINT (-77.0362618 -11.9078928)"
"1256325686","nan",,,,,"POINT (-77.0399501 -11.9015059)"
"1256325687","nan",,,,,"POINT (-77.0419996 -11.9061481)"
"1256325688","nan",,,,,"POINT (-77.0443337 -11.9105079)"
"1256325689","nan",,,,,"POINT (-77.0417487 -11.9092406)"
"1256325693","nan",,,,,"POINT (-77.0431472 -11.9157817)"
"1256325694","nan",,,,,"POINT (-77.0436708 -11.9128498)"
"1256325695","nan",,,,,"POINT (-77.0429331 -11.9068469)"
"1256325696","nan",,,,,"POINT (-77.0399639 -11.9139464)"
"1256325697","nan",,,,,"POINT (-77.0407554 -11.9050345)"
"1256325698","nan",,,,,"POINT (-77.0410495 -11.9130697)"
"1256325699","nan",,,,,"POINT (-77.0424677 -11.9149385)"
"1256325701","traffic_signals",,,,,"POINT (-77.0477518 -11.9151491)"
"1256325702","nan",,,,,"POINT (-77.0399245 -11.9125925)"
"1256325706","nan",,,,,"POINT (-77.0415999 -11.9156134)"
